CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
15.451-8,02/05/2012,Ofício Único de Miguel Pereira,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,29/02/2016,RJ,MIGUEL PEREIRA,oficiounicomiguelpereira@hotmail.com,2005-03-28,ALYSSON FERREIRA DAMACENA,DAYANE BASILIO GOMES DA SILVA
15.453-4,01/08/2012,Ofício Único do Município de Sumidouro,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,27/11/2025,RJ,SUMIDOURO,cartoriounicosum@hotmail.com,2025-11-25,TATIANA GOMES DA SILVA CAMPANATI,-
15.454-2,16/07/2012,Ofício Único do Município de Santa Maria Madalena,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,08/08/2022,RJ,SANTA MARIA MADALENA,ofunimadalena@gmail.com,2024-07-15,RODRIGO SANTOS FERNANDES DE BARROS,MAURO ALVES DA SILVA RIBEIRO
15.455-9,04/06/2012,Cartório do Ofício Único de Paraíba do Sul,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,30/09/2024,RJ,PARAIBA DO SUL,cartpsul@hotmail.com,2024-08-01,FLÁVIA DE OLIVEIRA DIAS FONSECA,-
15.456-7,02/07/2012,Ofício Único do Município de São Fidelis,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/05/2016,RJ,SAO FIDELIS,cartoriounicosf@gmail.com,2024-07-09,ANTONIO EUZEBIO DE CASTRO MAIA,TEREZA CRISTINA DA SILVEIRA SOARES AMARAL
15.457-5,04/06/2012,Ofício Único do Município de Sapucaia,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/09/2019,RJ,SAPUCAIA,OFICIOUNICOSAPUCAIA@YAHOO.COM.BR,2024-07-23,ROSANA SARAIVA MANHAES DUTRA,ALCEBíADES LEAL DUTRA NETO
15.459-1,18/06/2012,Ofício Único do Município de Duas Barras,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/05/2016,RJ,DUAS BARRAS,cartorioduasbarras@yahoo.com.br,2024-08-08,MARIA ERIKA BRAGA SOUZA,NATANY PERPETUO DE MATTOS
15.461-7,21/06/2012,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,SAO JOAO,risaojoao@hotmail.com,2024-07-05,MARIA DA GRAÇA BURKO ROCHA,JORGE FERNANDO RIBEIRO DA CRUZ
15.463-3,23/03/2012,"CARTÓRIO DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS E DAS PESSOAS JURÍDICAS DA COMARCA DE GUANAMBI/BA",Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/04/2016,BA,GUANAMBI,registraguanambi@yahoo.com.br,2012-03-08,DALCI RODRIGUES REIS FERNANDES,MARLÔVE MELINA MEDEIROS
15.464-1,12/05/1960,"Tabelionato de Notas, de Protesto de Títulos, Tabelionato e Oficialato de Registro de Contratos Marítimos, de Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas Jurídicas",Privatizada,Notas / Protesto de Títulos / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,15/04/2021,GO,DAMOLANDIA,cartorio.damolandia@hotmail.com,2024-07-15,MARCOS ANTÔNIO DO CARMO JÚNIOR,STEFANY BORGES SILVA
15.465-8,18/02/2013,3° Ofício de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,06/04/2021,RO,PORTO VELHO,3imoveis_pvh@tjro.jus.br,2013-02-18,JOãO FERREIRA GOUVêA,LUCIANO MORAES ALVES
15.472-4,27/10/2012,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,26/10/2021,PR,AMPERE,ri.ampere@hotmail.com,2017-01-23,JOÃO PAULO FINN,-
15.475-7,09/11/1964,APARECIDA DE GOIANIA CARTORIO 1 OFICIO NOTAS E R IMOV,Oficializada,Notas / Registro de Imóveis,Ativo,PROVIDO,05/05/2016,GO,APARECIDA DE GOIANIA,contato@criapgo.com.br,2024-07-15,MARIA ELIAS DE MELO,JULIANA EVANGELISTA PIRES
15.477-3,09/03/2012,ÚNICO SERVIÇO  NOTARIAL E REGISTRAL DE AGUIARNOPÓLIS-TO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,27/01/2025,TO,AGUIARNÓPOLIS,cartorioaguiarnopolisto@gmail.com,2025-01-27,VERA LUCIA SOUSA SILVA DA CONCEIÇÃO,FERNANDA LEITE DOS SANTOS
15.481-5,18/02/2013,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,27/10/2021,PR,PONTAL DO PARANA,rimoveis.pontal@gmail.com,2017-02-01,JORGE SUSUMU SEINO,THAIS REMOR SEBLT
15.658-8,03/12/2012,TJPE - SERVENTIA REGISTRAL E NOTARIAL - TAMANDARÉ,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,03/02/2022,PE,TAMANDARE,oficio@cartoriounicodetamandare.com.br,2024-07-15,MÁRCIO GONZALEZ LEITE,-
15.660-4,28/02/1912,Registro de Imóveis de Ijuí,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/05/2016,RS,IJUI,atendimento@registroijui.com.br,1988-02-25,LENISA BUTIGNOL,FÁBIO ISRAEL BUTIGNOL MARIANI
15.669-5,30/12/1992,"Tabelionato de Notas, de Protesto de Títulos, Tabelionato e Oficialato de Registro de Contratos Marítimos, de Registro de Imóveis, de Registro de Títulos e Documentos, Civil das Pessoas Jurídicas",Privatizada,Notas / Protesto de Títulos / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,13/06/2025,GO,NOVA GLORIA,contato@cartorionovagloria.com.br,2024-07-19,EDUARDO NATAN DUPONT KLEIN,THIAGO KENNEDY DE MENEZES ESCOBAR
15.673-7,22/07/2013,"OFICIAL DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURÍDICAS, CIVIL DAS PESSOAS NATURAIS E INTERDIÇÕES E TUTELAS",Oficializada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,15/08/2014,SP,SAO MIGUEL ARCANJO,registrosma@live.com,2024-07-05,LEANDRO DE LIMA LOPES,STEPHANY DA SILVA
15.677-8,15/07/2013,Cartório de Registro de Imóveis Ofirney Sadala,Oficializada,Registro de Imóveis,Ativo,PROVIDO,15/07/2013,AP,SANTANA,cartorioimoveisofirneysadala@gmail.com,2013-07-15,OFIRNEY DA CONCEICAO SADALA,LETÍCIA PINTO CASTELO
15.678-6,01/09/2013,Ofício Único de Natividade,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,21/07/2023,RJ,NATIVIDADE,cartnatividade@gmail.com,2024-07-11,MARCELO DA SILVA BORGES BRANDãO,ALCENIR FERNANDES MADEIRA JUNIOR
15.680-2,30/11/2000,SERVENTIA EXTRAJUDICIAL DE AMAPÁ DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,08/11/2022,MA,AMAPÁ DO MARANHÃO,amapadomaranhaoserventia@gmail.com,2024-04-03,MARIANNA LOPES COELHO SOUSA HENRIQUES,-
15.681-0,30/11/2000,SERVENTIA EXTRAJUDICIAL DE GOVERNADOR NEWTON BELLO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,24/04/2024,MA,GOVERNADOR NEWTON BELLO,oficiounicognb@gmail.com,2024-07-08,LIA DA CUNHA BATISTA,-
15.682-8,30/11/2000,SERVENTIA EXTRAJUDICIAL DE BURITIRANA - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,13/09/2013,MA,BURITIRANA,cartorioburitirana@hotmail.com,2013-09-16,RITA DE KASSIA SOUSA GOMES,-
15.683-6,30/11/2000,SERVENTIA EXTRAJUDICIAL DE LAGOA DO MATO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,29/04/2024,MA,LAGOA DO MATO,cartoriolagoadomato@gmail.com,2024-04-26,ROBERTA LEAL DA SILVA AYRES,-
15.684-4,30/11/2000,SERVENTIA EXTRAJUDICIAL DE NOVA OLINDA DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,16/07/2021,MA,NOVA OLINDA DO MARANHAO,cartoriounico.novaolinda@gmail.com,2024-07-11,GRACE CASTELO BRANCO FREITAS,LEUDIANEARAÚJO DA SILVA
15.685-1,30/11/2000,SERVENTIA EXTRAJUDICIAL DE SÃO DOMINGOS DO AZEITÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,10/05/2024,MA,SAO DOMINGOS DO AZEITAO,contatocartorio.sdazeitao@gmail.com,2024-07-10,NEYLANE SILVA DE SOUSA,-
15.686-9,30/11/2000,SERVENTIA EXTRAJUDICIAL DE BELA VISTA DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/02/2016,MA,BELA VISTA DO MARANHAO,cartorio_belavistama@hotmail.com,2024-02-05,AFONSO PEDRO GONÇALVES DIAS,FELIPE OLIVEIRA DIAS
15.687-7,30/11/2000,SERVENTIA EXTRAJUDICIAL DE NOVA COLINAS - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,13/09/2013,MA,NOVA COLINAS,cartorionovacolinas@gmail.com,2024-07-11,TELMO HEGELE JUNIOR,TELMO HEGELE
15.688-5,30/11/2000,SERVENTIA EXTRAJUDICIAL DE CENTRO NOVO DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,13/09/2013,MA,CENTRO NOVO DO MARANHAO,cartoriocnm@yahoo.com.br,2013-09-10,DIEGO DE MOURA ARAÚJO,RUTILEIA FREIRE DA SILVA
15.689-3,30/11/2000,SERVENTIA EXTRAJUDICIAL DE PERITORÓ - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,25/04/2024,MA,PERITORO,cartorioperitoro@hotmail.com,2024-04-23,RAFAEL DUARTE RIBEIRO,-
15.690-1,30/11/2000,SERVENTIA EXTRAJUDICIAL DE CACHOEIRA GRANDE - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,27/08/2024,MA,CACHOEIRA GRANDE,cartoriocachoeiragrande@gmail.com,2024-08-14,ROBERT WAGNER MORAES FERREIRA,-
15.691-9,30/11/2000,SERVENTIA EXTRAJUDICIAL DE VILA NOVA DOS MARTÍRIOS - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,13/09/2013,MA,VILA NOVA DOS MARTIRIOS,cartoriovilanova@gmail.com,2013-09-12,FABIANA APARECIDA DA SILVA,WESLLEY DE LIRA DOS SANTOS
15.693-5,30/11/2000,SERVENTIA EXTRAJUDICIAL DE ALTO ALEGRE DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,14/02/2019,MA,ALTO ALEGRE DO MARANHÃO,oficio.unicoaam@hotmail.com,2024-07-04,IVONETE OLIVEIRA DOS ANJOS PEREIRA,-
15.694-3,30/11/2000,SERVENTIA EXTRAJUDICIAL DE LAJEADO NOVO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,18/11/2024,MA,LAJEADO NOVO,cartoriolajeadonovo@hotmail.com,2024-11-14,TÁSSIA MARA MARTINS LIMA DE OLIVEIRA,-
15.696-8,30/11/2000,SERVENTIA EXTRAJUDICIAL DE SAO JOSE DOS BASILIOS - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,25/07/2023,MA,SAO JOSE DOS BASILIOS,cartoriossj1@hotmail.com,2024-06-24,ANTONIO FERNANDES ROCHA FILHO,-
15.698-4,30/11/2000,SERVENTIA EXTRAJUDICIAL DE JUNCO DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,10/02/2025,MA,JUNCO DO MARANHAO,cartoriodjunco@yahoo.com,2025-02-10,DJANNE LOPES REGO REIS,-
15.699-2,30/11/2000,SERVENTIA EXTRAJUDICIAL DE PRESIDENTE MEDICI - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,26/10/2021,MA,PRESIDENTE MEDICI,mattaus11@hotmail.com,2021-10-18,HERMES NUNES DA SILVA,-
15.700-8,30/11/2000,SERVENTIA EXTRAJUDICIAL DE OLINDA NOVA DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,13/08/2021,MA,OLINDA NOVA DO MARANHÃO,olindaoficiounico@hotmail.com,2024-07-18,JANE PENHA GOMES SOARES,-
15.701-6,30/11/2000,SERVENTIA EXTRAJUDICIAL DE CENTRO DO GUILHERME - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,07/10/2021,MA,CENTRO DO GUILHERME,cartoriocentrodoguilherme@hotmail.com,2021-09-30,KLEVIA NUNES LIMA,-
15.702-4,30/11/2000,SERVENTIA EXTRAJUDICIAL DE APICUM-AÇU - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,24/05/2021,MA,APICUM-ACU,cartorioapicum@gmail.com,2024-07-08,THAIS DOS SANTOS DUARTE ARRAIS,ADRIANE BARROS SOUZA
15.703-2,30/11/2000,SERVENTIA EXTRAJUDICIAL DE PRESIDENTE SARNEY - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,SOB INTERVENÇÃO,10/10/2025,MA,PRESIDENTE SARNEY,CARTORIO.PSARNEY@GMAIL.COM,2025-10-14,NATHÁLIA LARISSA LEITE DE MELO CAMPOS,-
15.705-7,16/01/2014,Tabelionato de Notas e anexos de Jesúpolis/GO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,30/10/2019,GO,JESUPOLIS,cartoriojesupolis@gmail.com,2024-07-10,JULIANO RODRIGUES MUNOZ,LEANDRO PIO OLIVEIRA
15.706-5,30/11/2000,SERVENTIA EXTRAJUDICIAL DE TUFILANDIA - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,13/08/2021,MA,TUFILANDIA,serventiatufilandia@hotmail.com,2024-07-16,LEILDE DOS SANTOS FERNANDES,-
15.707-3,30/11/2000,SERVENTIA EXTRAJUDICIAL DE FERNANDO FALCÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,10/06/2021,MA,FERNANDO FALCAO,cartoriofernandofalcao@gmail.com,2020-09-01,DAVI EZON NUNES DOS SANTOS FERRAZ,VINICIUS DE ASSIS CARVALHO
15.708-1,30/11/2000,SERVENTIA EXTRAJUDICIAL DE SAO PEDRO DOS CRENTES - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/08/2016,MA,SAO PEDRO DOS CRENTES,bragaerli@yahoo.com.br,2024-07-31,ERLI BRAGA,-
15.709-9,30/11/2000,SERVENTIA EXTRAJUDICIAL DE PAULINO NEVES - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,20/06/2022,MA,PAULINO NEVES,oficiounicopaulinoneves@outlook.com,2024-07-12,RENATO MADEIRA REIS,-
15.710-7,30/11/2000,SERVENTIA EXTRAJUDICIAL DE LAGO DOS RODRIGUES - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,24/09/2018,MA,LAGO DOS RODRIGUES,cartoriolagodosrodrigues@gmail.com,2024-06-24,JOãO GUSMãO NETTO,-
15.712-3,30/11/2000,SERVENTIA EXTRAJUDICIAL DE ÁGUA DOCE DO MARANHÃO - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,08/05/2024,MA,ÁGUA DOCE DO MARANHAO,cartorioaguadocedomaranhao@gmail.com,2024-07-07,MARIA THERESA MUNIZ RIBEIRO,-
15.714-9,26/05/2014,"Registro de Imóveis, de Títulos e Documentos, Civil das Pessoas Jurídicas e Civil das Pessoas Naturais e de Interdições e Tutelas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/05/2016,GO,CACHOEIRA DOURADA,oficioregistralcd@hotmail.com,2024-07-16,MARCOS OTTO MATA,GIOVANA ROBERTA PANIAGUA ZANARDI MATA
15.715-6,30/11/2000,SERVENTIA EXTRAJUDICIAL DE BREJO DE AREIA - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,29/10/2025,MA,BREJO DE AREIA,cartoriobrejodeareia@gmail.com,-,MARIA ANICE OLIVEIRA SILVEIRA,-
15.717-2,31/10/2005,SERVIÇO REGISTRAL E NOTARIAL DE ARAÇAGI,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,20/07/2022,PB,ARACAGI,cartoriorndearacagi@gmail.com,2024-04-15,CARLOS HENRIQUE RAMIRES,IARA PEREIRA BARBOSA
15.718-0,10/03/2021,Farias Nóbrega Serviço Notarial e Registral,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,16/03/2021,PB,CACIMBA DE DENTRO,cartoriofariasnobrega@gmail.com,2024-02-01,CAMILA FARIAS NOBREGA,MARCOS UBIRATAN MACHADO DA SILVA
15.722-2,11/01/2007,SERVIÇO NOTARIAL E REGISTRAL DE LUCENA,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,14/05/2021,PB,LUCENA,cartoriolucena2021@gmail.com,2024-07-15,PATRÍCIA CAVICCHIOLI NETTO,-
15.723-0,01/06/2004,Cartório Mari,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,04/02/2022,PB,MARI,cartoriomari.paraiba@gmail.com,2021-11-18,LUCIANA DE FRANÇA OLIVEIRA RODRIGUES,HELEM LEOPOLDINA DE OLIVEIRA
